"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Severity","Patient setting","Outcome","Treatment","Size"
"NCT04331665","https://ClinicalTrials.gov/show/NCT04331665",NA,"Canada","Ontario","2020-Apr","2020-Oct","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,"Hospital","Mortality, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events","JAKi",64
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Arizona","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","California","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"NCT04326452","https://ClinicalTrials.gov/show/NCT04326452",NA,"United States","Georgia","2020-Mar","2020-May","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate","Non-invasive respiratory support",15
"2020-001442-19","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001442-19/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, C-Reactive Protein, Ferritin, White Blood Cell Count, Platelet Count, Hemoglobin, D-Dimer, Creatinine Phosphokinase, CK-MB, Troponin, Fibrinogen, ALT, AST, Bilirubin, Glucose, LDH","TCZ",NA
"CHICTR2000029432","http://www.chictr.org.cn/showproj.aspx?proj=48881",NA,"China","Guangdong","2020-Feb","2020-Apr","Not Recruiting","Single-Arm","Unspecified",1,"Confirmed Or Suspected","Mixed","Hospital","Fever, C-Reactive Protein, Creatinine Phosphokinase, CK-MB, eGFR, Myoglobin, Procalcitonin, ALT, Albumin, Bilirubin, Blood Gas, Radiographic Findings, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","TCM",72
"IRCT20200413047056N1","http://en.irct.ir/trial/47212",NA,"Iran","South Khorasan","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",3,NA,NA,"Hospital","Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, White Blood Cell Count, Erythrocyte Sedimentation Rate, LDH, Blood Gas, SpO2, Radiographic Findings","Igs, Plasma based therapy, SOC",15
"IRCT20200408046992N1","http://en.irct.ir/trial/47006",NA,"Iran","Tehran","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital","Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Fever, C-Reactive Protein, Blood Pressure, Heart Rate, ECG, SpO2, Respiratory Rate, Radiographic Findings, Renal Outcome (Unspecified)","HCQ, HCQ + Other",70
"2020-000982-18","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-000982-18/NO/",NA,"Norway","Oslo","2020-Mar",NA,"Recruiting","Randomised","Open-Label",3,"Confirmed","Severe","Hospital, ICU","Mortality, ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Serious Adverse Events, eGFR, Radiographic Findings, Quality of Life, Cardiac Outcome (Unspecified)","HCQ, Remdesivir",NA
"NCT04328493","https://ClinicalTrials.gov/show/NCT04328493",NA,"Vietnam","Hanoi","2020-Mar","2021-Apr","Recruiting","Randomised","Open-Label",2,"Confirmed",NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Adverse Events","HCQ, SOC",250
"NCT04328493","https://ClinicalTrials.gov/show/NCT04328493",NA,"Vietnam","Ho Chi Minh City","2020-Mar","2021-Apr","Recruiting","Randomised","Open-Label",2,"Confirmed",NA,"Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Fever, Adverse Events","HCQ, SOC",250
"NCT04322396","https://ClinicalTrials.gov/show/NCT04322396",NA,"Denmark","Copenhagen","2020-Mar","2020-Oct","Recruiting","Randomised","Quadruple",3,"Confirmed",NA,"Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Blood Gas, Blood pH","HCQ + AZT, SOC",226
"2020-001614-38","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001614-38/BE/",NA,"Belgium","Brussels","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital, ICU","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, C-Reactive Protein, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Creatinine Phosphokinase, eGFR, Troponin, ALT, AST, Bilirubin, Glucose, ECG, 6-Minute Walking Distance, Radiographic Findings, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","AZT, SOC",NA
"CHICTR2000030258","http://www.chictr.org.cn/showproj.aspx?proj=49887",NA,"China","Heilongjiang","2020-Feb","2020-Aug","Not Recruiting","Single-Arm","Open-Label",2,"Confirmed",NA,"Hospital","Mortality, Viral Load or Clearance, Cough, Fever, SpO2, Respiratory Rate, 6-Minute Walking Distance, Radiographic Findings, Quality of Life, Depression, Anxiety","Respiratory support, SOC",60
"CHICTR2000031430","http://www.chictr.org.cn/showproj.aspx?proj=49254",NA,"China","Beijing","2020-Mar","2021-Dec","Recruiting","Non-Randomised","Unspecified",2,"Confirmed","Mixed","Hospital","Clinical Improvement Score (Any), C-Reactive Protein, Ferritin, IL-6, Interferon (Any), Lymphocyte Count, D-Dimer, Creatinine Phosphokinase, CK-MB, eGFR, Myoglobin, Troponin, Procalcitonin, Prothrombin, Coagulation Test, ALT, Albumin, Bilirubin, IgG, IgM or IgA, Blood Gas, ECG, SpO2, 6-Minute Walking Distance, Radiographic Findings, Quality of Life, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","SOC, Stem cells",200
"NCT04335305","https://ClinicalTrials.gov/show/NCT04335305",NA,"Spain","Barcelona","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Severe","Hospital","Mortality, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, White Blood Cell Count, Lymphocyte Count, Platelet Count, Hemoglobin, Coagulation Test, ALT, AST, Albumin, Bilirubin, Glucose, SpO2, Radiographic Findings, Renal Outcome (Unspecified)","SOC, TCZ + mAb",24
"NCT04335305","https://ClinicalTrials.gov/show/NCT04335305",NA,"Spain","Madrid","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Severe","Hospital","Mortality, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, White Blood Cell Count, Lymphocyte Count, Platelet Count, Hemoglobin, Coagulation Test, ALT, AST, Albumin, Bilirubin, Glucose, SpO2, Radiographic Findings, Renal Outcome (Unspecified)","SOC, TCZ + mAb",24
"NCT04335305","https://ClinicalTrials.gov/show/NCT04335305",NA,"Spain","Valencia","2020-Apr","2020-Jun","Recruiting","Randomised","Open-Label",2,"Confirmed","Severe","Hospital","Mortality, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, White Blood Cell Count, Lymphocyte Count, Platelet Count, Hemoglobin, Coagulation Test, ALT, AST, Albumin, Bilirubin, Glucose, SpO2, Radiographic Findings, Renal Outcome (Unspecified)","SOC, TCZ + mAb",24
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"China","Hubei","2020-Feb","2020-Apr","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Dyspnea, C-Reactive Protein, PaO2-FiO2, SpO2, Radiographic Findings","mAb",20
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"China","Shandong","2020-Feb","2020-Apr","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Dyspnea, C-Reactive Protein, PaO2-FiO2, SpO2, Radiographic Findings","mAb",20
"NCT04275414","https://ClinicalTrials.gov/show/NCT04275414",NA,"Italy","Rome","2020-Feb","2020-Apr","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Dyspnea, C-Reactive Protein, PaO2-FiO2, SpO2, Radiographic Findings","mAb",20
"NCT04349631","https://ClinicalTrials.gov/show/NCT04349631",NA,"United States","Texas","2020-Apr","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"No","Healthy","Healthcare Workers","Hospitalization, Cough, Fever, Dyspnea, Serious or Seconday Infections, C-Reactive Protein, IL-6, IL-10, Tumor Necrosis Factor (Any), White Blood Cell Count, Monocyte Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Prothrombin, Electrolytes, INR, ALT, AST, Albumin, Bilirubin, Glucose, Blood Urea Nitrogen, Blood Gas, Quality of Life, Depression, Renal Outcome (Unspecified)","Stem cells",56
"NCT04345601","https://ClinicalTrials.gov/show/NCT04345601",NA,"United States","Texas","2020-Apr","2022-Feb","Not Recruiting","Single-Arm","Open-Label",1,"Yes","Severe","ICU","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, SpO2","Stem cells",30
"2020-001302-30","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001302-30/AT/",NA,"Austria","Vienna","2020-Apr",NA,"Recruiting","Randomised","Open-Label",4,NA,NA,"Outpatient, Hospital","Mortality, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Other Mild Symptoms, Serious or Seconday Infections, White Blood Cell Count, Hemoglobin, Creatinine Phosphokinase, Angiotensins, Bilirubin, Glucose, Quality of Life, Anxiety","Anticoagulants, ARBs, HCQ, LPV/r",NA
"NCT04331054","https://ClinicalTrials.gov/show/NCT04331054",NA,"France","Paris","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,"Confirmed",NA,"Hospital","Mortality, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, C-Reactive Protein, PaO2-FiO2","Corticosteroids, SOC",436
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","District Of Columbia","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Illinois","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Indiana","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Louisiana","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Mississippi","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Oregon","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04341116","https://ClinicalTrials.gov/show/NCT04341116",NA,"United States","Pennsylvania","2020-Apr","2020-Sep","Recruiting","Randomised","Quadruple",2,"Yes","Severe","Hospital","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Treatment-emergent Adverse Events, D-Dimer, Antibodies, PaO2-FiO2, SpO2","mAb, SOC",144
"NCT04345614","https://ClinicalTrials.gov/show/NCT04345614",NA,"United States","Michigan","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,"Yes","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, IL-17, Tumor Necrosis Factor (Any), Procalcitonin, PaO2-FiO2, SpO2, Blood pH","CM4620-Injectable Emulsion, SOC",120
"NCT04345614","https://ClinicalTrials.gov/show/NCT04345614",NA,"United States","Minnesota","2020-Apr","2020-Jul","Recruiting","Randomised","Open-Label",2,"Yes","Severe","Hospital","Mortality, ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events, IL-6, IL-17, Tumor Necrosis Factor (Any), Procalcitonin, PaO2-FiO2, SpO2, Blood pH","CM4620-Injectable Emulsion, SOC",120
"NCT04327206","https://ClinicalTrials.gov/show/NCT04327206",NA,"Australia","New South Wales","2020-Mar","2020-Oct","Recruiting","Randomised","Double",2,"Healthy (Exposed)",NA,"Healthcare Workers","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Adverse Events","Vaccine",10078
"NCT04327206","https://ClinicalTrials.gov/show/NCT04327206",NA,"Australia","South Australia","2020-Mar","2020-Oct","Recruiting","Randomised","Double",2,"Healthy (Exposed)",NA,"Healthcare Workers","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Adverse Events","Vaccine",10078
"NCT04327206","https://ClinicalTrials.gov/show/NCT04327206",NA,"Australia","Victoria","2020-Mar","2020-Oct","Recruiting","Randomised","Double",2,"Healthy (Exposed)",NA,"Healthcare Workers","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Adverse Events","Vaccine",10078
"NCT04327206","https://ClinicalTrials.gov/show/NCT04327206",NA,"Australia","Western Australia","2020-Mar","2020-Oct","Recruiting","Randomised","Double",2,"Healthy (Exposed)",NA,"Healthcare Workers","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Labor Absenteeism, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Adverse Events","Vaccine",10078
"NCT04362189","https://ClinicalTrials.gov/show/NCT04362189",NA,"United States","Texas","2020-Apr","2020-Oct","Not Recruiting","Randomised","Quadruple",2,NA,NA,"Hospital","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, C-Reactive Protein, Ferritin, IL-6, IL-10, Tumor Necrosis Factor (Any), White Blood Cell Count, Monocyte Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, D-Dimer, Creatinine Phosphokinase, Myoglobin, Troponin, Prothrombin, Electrolytes, INR, ALT, Albumin, Bilirubin, Glucose, CD4, CD8, Blood Urea Nitrogen, Blood Gas, ECG, SpO2, Bicarbonates, Renal Outcome (Unspecified)","HCQ + AZT, HCQ + AZT + Stem cells, SOC, Stem cells",100
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","California","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","Connecticut","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","New Jersey","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","New York","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","North Carolina","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","Ohio","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04343651","https://ClinicalTrials.gov/show/NCT04343651",NA,"United States","Oregon","2020-Apr","2020-Dec","Recruiting","Randomised","Quadruple",2,NA,NA,"Unclear","Mortality, Hospitalization, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Natural Killer Cell Count, CD4, CD8, SpO2, Radiographic Findings","mAb, SOC",75
"NCT04333368","https://ClinicalTrials.gov/show/NCT04333368",NA,"France","Paris","2020-Apr","2020-Aug","Recruiting","Randomised","Triple",2,"Confirmed","Severe","ICU","Mortality, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, IL-1, IL-6, IL-8, IL-10, Tumor Necrosis Factor (Any), Antibodies, SRAGE, PaO2-FiO2, Quality of Life","SOC, Stem cells",40
"NCT04344080","https://ClinicalTrials.gov/show/NCT04344080",NA,"Germany","Hamburg","2020-Apr","2020-Dec","Recruiting","Randomised","Open-Label",2,NA,NA,"ICU","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), C-Reactive Protein, IL-6, IL-10, Tumor Necrosis Factor (Any), Procalcitonin, Bicarbonates, Renal Outcome (Unspecified)","ECMO, SOC",24
"2020-001413-20","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001413-20/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Serious or Seconday Infections, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, Ferritin, White Blood Cell Count, Lymphocyte Count, Platelet Count, Hemoglobin, D-Dimer, ALT, Bilirubin, LDH, SpO2, Radiographic Findings, Hypoxemia, Renal Outcome (Unspecified)","Corticosteroids, Siltuximab",NA
"2020-001622-64","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001622-64/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,NA,NA,"Outpatient","ICU Admission, Hospitalization, Blood Gas, ECG, SpO2, Radiographic Findings","Corticosteroids, SOC",NA
"2020-001321-31","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001321-31/ES/",NA,"Spain","Madrid","2020-Apr",NA,"Recruiting","Randomised","Open-Label",3,NA,NA,"Hospital","Mortality, ICU Admission, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, Serious or Seconday Infections, Anti SARS-COV-2 Titers, Peak RC-Reactive Protein, Ferritin, IL-6, White Blood Cell Count, Lymphocyte Count, Neutrophils, Platelet Count, Hemoglobin, Erythrocyte Sedimentation Rate, D-Dimer, Creatinine Phosphokinase, Troponin, Procalcitonin, Fibrinogen, Coagulation Test, ALT, AST, Albumin, Bilirubin, LDH, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings, Shock","HCQ, Imatinib, JAKi, LPV/r",NA
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Alessandria","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Rome","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Catania","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Cosenza","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Modena","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Ravenna","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Reggio Calabria","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Rimini","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Varese","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
"NCT04317092","https://ClinicalTrials.gov/show/NCT04317092",NA,"Italy","Verona","2020-Mar","2020-Dec","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospital","Mortality, Hospitalization, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2, Radiographic Findings","TCZ",400
